top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,experiment_no,is_pilot,didbf,monitor,mousetrackpad,age,income,edu,is_mobile,is_cellphone,mousetrackpad2,ImageId,in_treatment,bound_size,bounding_box_score
427,582,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3V0L9MW5IRAAS,Submitted,0% (0/0),0% (0/0),0% (0/0),133,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.25477289757851
416,577,547,153,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AWRZ06SIBDUQ4,Submitted,0% (0/0),0% (0/0),0% (0/0),211,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,18.7777737021207
430,578,539,151,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A19RFN5U2RR4GU,Submitted,0% (0/0),0% (0/0),0% (0/0),68,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,16.4425570977146
426,581,544,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A329H2QE9OF5NA,Submitted,0% (0/0),0% (0/0),0% (0/0),113,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.73990475974505
428,581,544,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A93LDI16XJWI8,Submitted,0% (0/0),0% (0/0),0% (0/0),51,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.4108764483751
428,582,544,147,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A35M8OFHV3SKZ0,Submitted,0% (0/0),0% (0/0),0% (0/0),50,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.82574068434437
425,580,542,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A21QSJIMHCW3N8,Submitted,0% (0/0),0% (0/0),0% (0/0),71,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.01031376454747
425,579,543,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1H9G1N7J2GUWZ,Submitted,0% (0/0),0% (0/0),0% (0/0),60,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.23287179968436
429,582,542,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3BHWR32XVJSXJ,Submitted,0% (0/0),0% (0/0),0% (0/0),73,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.34224243293743
430,580,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A25TOEZW3SJ7A4,Submitted,0% (0/0),0% (0/0),0% (0/0),64,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.22130255777504
436,577,545,150,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1N12JHHZ181M0,Submitted,0% (0/0),0% (0/0),0% (0/0),51,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,19.7571469754711
433,579,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3VA90QACP1QJ4,Submitted,0% (0/0),0% (0/0),0% (0/0),63,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,11.1226316202901
461,596,546,162,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2IK10QYDZI7BG,Submitted,0% (0/0),0% (0/0),0% (0/0),126,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,60.9509051581124
444,611,611,139,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2IK10QYDZI7BG,Submitted,0% (0/0),0% (0/0),0% (0/0),126,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,99.6235371368111
414,590,545,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2IK10QYDZI7BG,Submitted,0% (0/0),0% (0/0),0% (0/0),126,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,19.0136750241411
425,579,548,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2TQ5QYG0NL62O,Submitted,0% (0/0),0% (0/0),0% (0/0),52,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.53779430567778
429,573,545,141,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A21ZIB3KHPF0YF,Submitted,0% (0/0),0% (0/0),0% (0/0),92,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,13.353782533542
427,583,547,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AOSGWM61K28JY,Submitted,0% (0/0),0% (0/0),0% (0/0),76,7,0,,,touchscreen,,,,TRUE,TRUE,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.23560917344011
425,577,591,109,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AA1IM0SAQ3XFM,Submitted,0% (0/0),0% (0/0),0% (0/0),208,7,0,,,touchscreen,,,,TRUE,TRUE,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,80.9628292337559
424,581,544,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1EW9Y1CG3DS7G,Submitted,0% (0/0),0% (0/0),0% (0/0),43,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.27999999999997
428,579,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AE2H24BUTOEUL,Submitted,0% (0/0),0% (0/0),0% (0/0),49,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.15078120812016
404,605,596,148,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A8P1F616RL0PP,Submitted,0% (0/0),0% (0/0),0% (0/0),35,7,0,,,touchscreen,,,,TRUE,TRUE,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,79.5611093428198
425,583,543,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,ACC0WQWCL9039,Submitted,0% (0/0),0% (0/0),0% (0/0),60,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.50725925821921
427,584,549,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1B2KWQ8W1W7RU,Submitted,0% (0/0),0% (0/0),0% (0/0),34,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.31393245400845
415,584,530,151,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A175X4LHCKDBXR,Submitted,0% (0/0),0% (0/0),0% (0/0),35,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,25.3930550205236
432,582,542,140,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1L2SOHOMNLIAS,Submitted,0% (0/0),0% (0/0),0% (0/0),780,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,11.9299982502571
426,580,544,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AMZVZJL54O491,Submitted,0% (0/0),0% (0/0),0% (0/0),100,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.92295275792008
428,581,550,134,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1JSLGLXISPF92,Submitted,0% (0/0),0% (0/0),0% (0/0),52,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,16.0480191387286
428,586,546,139,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2Z0V2A4SP5QE0,Submitted,0% (0/0),0% (0/0),0% (0/0),42,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.858851864955
424,584,544,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,ADKDC0IXTYCIJ,Submitted,0% (0/0),0% (0/0),0% (0/0),67,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.63619819328319
426,584,544,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2RV6QX6SN4YIC,Submitted,0% (0/0),0% (0/0),0% (0/0),129,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.12142755462847
425,586,544,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A7ZEVEWDKTXU2,Submitted,0% (0/0),0% (0/0),0% (0/0),78,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.20020901360756
424,579,545,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2LDFXHW9JEV0J,Submitted,0% (0/0),0% (0/0),0% (0/0),104,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.45990475974508
377,601,563,134,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A23YGRUM6XEXRK,Submitted,0% (0/0),0% (0/0),0% (0/0),54,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,72.5406750847953
429,581,545,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A230BSLYAX20FM,Submitted,0% (0/0),0% (0/0),0% (0/0),111,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.65294324723509
429,577,544,148,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AS9MBNGNQF9YE,Submitted,0% (0/0),0% (0/0),0% (0/0),493,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,11.1669342984198
418,589,552,140,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A746183X8258H,Submitted,0% (0/0),0% (0/0),0% (0/0),47,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,18.1727254704899
426,585,552,140,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A28GW2227WJ8FM,Submitted,0% (0/0),0% (0/0),0% (0/0),45,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.8508446328783
422,580,545,131,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2KOK415V1S1ZQ,Submitted,0% (0/0),0% (0/0),0% (0/0),44,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.4325288180732
425,583,546,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2OM273VAGF6I2,Submitted,0% (0/0),0% (0/0),0% (0/0),90,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.78798058742581
424,582,549,140,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2OI1UR38SRMBZ,Submitted,0% (0/0),0% (0/0),0% (0/0),34,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.8656525783369
427,578,547,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1ZDT1M5X1O61J,Submitted,0% (0/0),0% (0/0),0% (0/0),58,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.83853733507055
426,580,552,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2NQ9P3G7NEP8X,Submitted,0% (0/0),0% (0/0),0% (0/0),88,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.4499477615127
426,581,550,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1QGKIU6CUFBW3,Submitted,0% (0/0),0% (0/0),0% (0/0),74,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.36097893720996
418,602,544,137,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1O6NAOVMJ1XVC,Submitted,0% (0/0),0% (0/0),0% (0/0),19,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,27.9759965944831
428,587,548,140,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A36SUOEMOIXFSO,Submitted,0% (0/0),0% (0/0),0% (0/0),28,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.10068828485
424,579,552,133,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A39WGB64XS23TH,Submitted,0% (0/0),0% (0/0),0% (0/0),63,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,17.9112842820199
428,582,547,138,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2LJTCHPRZLGS7,Submitted,0% (0/0),0% (0/0),0% (0/0),287,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.0967940163214
427,579,542,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A39XF45WLMIGX2,Submitted,0% (0/0),0% (0/0),0% (0/0),162,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.58262429893555
304,589,550,257,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,ASY5AZCZEM04L,Submitted,0% (0/0),0% (0/0),0% (0/0),14,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,234.040889989876
437,574,559,164,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2UI3V2ETDZ6PU,Submitted,0% (0/0),0% (0/0),0% (0/0),15,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,41.1650427794569
419,585,551,148,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A23EHEU2A03QJO,Submitted,0% (0/0),0% (0/0),0% (0/0),16,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,14.2162334166191
,,,,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1RGKDDAQN68NO,Rejected,0% (0/1),0% (0/1),0% (0/1),18,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,
406,579,547,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A30MP4LXV4MIFD,Submitted,0% (0/0),0% (0/0),0% (0/0),18,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,20.740477994969
432,602,539,143,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1RP234EJ8NH7K,Submitted,0% (0/0),0% (0/0),0% (0/0),20,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,30.7913233269797
,,,,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A344SGRYVTUV41,Rejected,0% (0/1),0% (0/1),0% (0/1),20,7,0,,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,
412,593,545,149,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2726YRGIF5ZXL,Submitted,0% (0/0),0% (0/0),0% (0/0),22,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,25.2647200351429
0,629,1024,786,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AC515PBP4645N,Submitted,0% (0/0),0% (0/0),0% (0/0),25,7,0,,,touchscreen,,,,TRUE,TRUE,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,1284.40043158151
425,592,553,150,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AJ1Q54P37KT5R,Submitted,0% (0/0),0% (0/0),0% (0/0),27,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,21.268315970427
373,629,583,130,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A41VIGPOYTFUH,Submitted,0% (0/0),0% (0/0),0% (0/0),27,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,113.640648981791
428,579,546,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,ANFE3MX7DI3J6,Submitted,0% (0/0),0% (0/0),0% (0/0),27,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.81130480213584
427,583,544,140,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AWGKEXLQPNQLA,Submitted,0% (0/0),0% (0/0),0% (0/0),28,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.97769894235804
401,583,545,148,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A275STSZHFODG6,Submitted,0% (0/0),0% (0/0),0% (0/0),29,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,28.0554996746511
426,580,546,142,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A86CAG3LG83GG,Submitted,0% (0/0),0% (0/0),0% (0/0),29,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.10667046093371
427,583,547,137,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A29GLTXKFWGH1Z,Submitted,0% (0/0),0% (0/0),0% (0/0),31,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.4840678623078
